datetime,top_10,percent_change_values
2018-05-14,"['IOC.NS', 'HDBK.NS', 'HLL.NS', 'TEML.NS', 'TCS.NS', 'RELI.NS', 'LUPN.NS', 'LTIM.NS', 'INBK.NS', 'MAHM.NS']","[-0.03193379530235, -0.0025034781294445, 0.0676151415547992, 0.0397629076795715, 0.0130462344046107, -0.0560020475090438, -0.0116286796464881, -0.0510244439991364, 0.0233297985153764, -0.0380853756759866]"
2018-05-21,"['IOC.NS', 'TAMO.NS', 'HLL.NS', 'TEML.NS', 'TCS.NS', 'RELI.NS', 'LUPN.NS', 'LTIM.NS', 'INBK.NS', 'MAHM.NS']","[-0.0015271678780971, -0.0347826086956522, -0.0187133844602359, 0.0141424314056506, 0.0239145403416707, -0.013974428990476, 0.0025547935995697, 0.1056144893754305, -0.0077979274611398, 0.0259569377990431]"
2018-05-28,"['BJFN.NS', 'TAMO.NS', 'HLL.NS', 'TEML.NS', 'TCS.NS', 'RELI.NS', 'LUPN.NS', 'LTIM.NS', 'INBK.NS', 'MAHM.NS']","[-0.0223999999999999, -0.0236274009858915, 0.0083134884026256, -0.0022767433954293, -0.033716297667287, 0.0105886929360679, 0.025281652360515, -0.0088662598477262, 0.0002349930807592, 0.0511833974583186]"
2018-06-04,"['BJFN.NS', 'TAMO.NS', 'KTKM.NS', 'TEML.NS', 'TCS.NS', 'RELI.NS', 'LUPN.NS', 'LTIM.NS', 'INBK.NS', 'MAHM.NS']","[0.0526860498700296, 0.0792130919220055, -0.0117316341829086, 0.0082721643318903, 0.0084562743406177, 0.0578152186316842, 0.0596507292824906, -0.0108476159750828, -0.0139396470711078, 0.0111468500443654]"
2018-06-11,"['HLL.NS', 'TAMO.NS', 'KTKM.NS', 'TEML.NS', 'TCS.NS', 'RELI.NS', 'LUPN.NS', 'LTIM.NS', 'ITC.NS', 'MAHM.NS']","[0.0158521478863447, -0.0225842877883529, 0.0164220427048964, 0.0004242856424681, 0.053202395671654, 0.0303246175325466, 0.1273378186531697, 0.0249377365047784, -0.0148976976346792, -0.0024132068227937]"
2018-06-18,"['HLL.NS', 'TAMO.NS', 'KTKM.NS', 'TEML.NS', 'TCS.NS', 'RELI.NS', 'INFY.NS', 'LTIM.NS', 'ITC.NS', 'MAHM.NS']","[-0.0081415563029281, 0.0166694173956098, -0.0138805970149252, -0.0227642098008957, -0.0164397773092461, -0.0016762328188602, -0.0281542300884178, -0.0189664427385042, 0.002457542869485, -0.0013744570894497]"
2018-06-25,"['HLL.NS', 'TAMO.NS', 'KTKM.NS', 'TEML.NS', 'TCS.NS', 'RELI.NS', 'INFY.NS', 'LTIM.NS', 'UPLL.NS', 'MAHM.NS']","[0.0205521576605518, -0.1256493506493505, 0.0163084607234751, -0.0516530168554472, 0.0209691901422688, -0.0395555603876623, 0.0475618600063818, -0.0011354775186351, -0.0391303935660463, -0.0115613301035014]"
2018-07-02,"['BJFN.NS', 'TAMO.NS', 'KTKM.NS', 'TEML.NS', 'TCS.NS', 'RELI.NS', 'ITC.NS', 'LTIM.NS', 'UPLL.NS', 'MAHM.NS']","[0.0198695652173912, 0.005755662829558, 0.0210357794407833, -0.0313525188456507, 0.0352861667876962, 0.00524449185483, 0.0211611065417259, -0.0020640987659117, 0.0042016947276577, 0.0303553525676729]"
2018-07-09,"['HLL.NS', 'TAMO.NS', 'KTKM.NS', 'TEML.NS', 'TCS.NS', 'RELI.NS', 'INFY.NS', 'LTIM.NS', 'UPLL.NS', 'MAHM.NS']","[0.0360582912461808, -0.0267675835333209, 0.0241759043173861, 0.009686622147484, 0.0356255914786955, 0.1250575318039133, 0.0157286252607062, 0.1065978328188999, -0.0947055675800102, -0.0197307962592572]"
2018-07-16,"['HLL.NS', 'TAMO.NS', 'KTKM.NS', 'TEML.NS', 'TCS.NS', 'RELI.NS', 'HPCL.NS', 'LTIM.NS', 'UPLL.NS', 'MAHM.NS']","[-0.049809250059603, -0.0386949924127466, -0.0505928009399365, 0.0287028506811259, 0.0078239349211737, 0.0262320501647694, 0.0218923933209646, -0.051361235045179, -0.023020130201702, 0.0033638469173926]"
2018-07-23,"['HLL.NS', 'TAMO.NS', 'KTKM.NS', 'TEML.NS', 'TCS.NS', 'RELI.NS', 'INFY.NS', 'LTIM.NS', 'UPLL.NS', 'MAHM.NS']","[0.0019023539188574, 0.0582083662194157, -0.0166504162604065, -0.0217605399509206, -0.0264700349141195, 0.0010632456225068, 0.0157527251375674, 0.0489163488109902, 0.1562954745273324, 0.0001099203077767]"
2018-07-30,"['HLL.NS', 'TAMO.NS', 'HROM.NS', 'TEML.NS', 'TCS.NS', 'RELI.NS', 'INFY.NS', 'LTIM.NS', 'UPLL.NS', 'MAHM.NS']","[0.06268838502218, -0.0361737833302255, 0.0085479792960782, 0.027360040496712, 0.018366606810926, 0.0416869072016412, -0.0068077591029893, -0.0830610624955084, 0.0087333002932232, 0.0118700884761224]"
2018-08-06,"['HLL.NS', 'TAMO.NS', 'HROM.NS', 'TEML.NS', 'TCS.NS', 'RELI.NS', 'INFY.NS', 'LTIM.NS', 'UPLL.NS', 'HPCL.NS']","[-0.0058423467547465, -0.032307989940027, 0.0211809780410054, -0.0253488664190121, 0.0068958676973622, 0.0231531055066769, 0.0156513905211868, 0.0151420992204989, -0.0069417639476414, -0.0220437457279564]"
2018-08-13,"['HLL.NS', 'TAMO.NS', 'HROM.NS', 'TEML.NS', 'TCS.NS', 'RELI.NS', 'INFY.NS', 'LTIM.NS', 'UPLL.NS', 'MAHM.NS']","[0.0182861124305753, 0.0325869652139143, -0.0232270558104621, 0.0646334449076586, 0.0098589579765075, -0.0003736916981623, 0.0324082489470349, 0.0807814330082199, -0.0311812529777317, 0.0185381355932203]"
2018-08-20,"['HPCL.NS', 'TAMO.NS', 'HROM.NS', 'TEML.NS', 'TCS.NS', 'RELI.NS', 'INFY.NS', 'LTIM.NS', 'UPLL.NS', 'MAHM.NS']","[-0.0394956424995363, -0.010648596321394, -0.009252723800777, 0.0448596934343721, 0.0150291953590753, 0.0612668736795356, -0.0363896507004406, -0.003896850642819, 0.0595865128919554, 0.0070722828913156]"
2018-08-27,"['HPCL.NS', 'TAMO.NS', 'HROM.NS', 'TEML.NS', 'TCS.NS', 'RELI.NS', 'INFY.NS', 'LTIM.NS', 'UPLL.NS', 'MAHM.NS']","[-0.02007722007722, 0.0469667318982387, 0.0129191085970132, 0.0657574283728064, 0.0173274873150293, -0.0280626808524157, 0.0455633931099346, -0.0232008036226619, 0.0945676911352013, -0.0030982133636269]"
2018-09-03,"['HPCL.NS', 'TAMO.NS', 'HROM.NS', 'TEML.NS', 'TCS.NS', 'RELI.NS', 'INFY.NS', 'LTIM.NS', 'HLL.NS', 'MAHM.NS']","[-0.0027580772261623, 0.0370093457943925, 0.0232190566804084, 0.0083572886359455, 0.0006975993558484, 0.0297588796859342, 0.017000804341771, 0.0930885464262047, -0.0852637504556099, 0.0087019579405367]"
2018-09-10,"['HPCL.NS', 'TAMO.NS', 'HROM.NS', 'TEML.NS', 'TCS.NS', 'RELI.NS', 'INFY.NS', 'LTIM.NS', 'IOC.NS', 'MAHM.NS']","[-0.0017779533781113, -0.038932948810382, -0.0428612571339783, -0.0152162207857355, -0.0069475566310737, -0.0199046203424191, 0.0012281663882522, -0.0434074713549916, 0.0147058757208795, -0.0223888261271439]"
2018-09-17,"['HPCL.NS', 'TAMO.NS', 'HROM.NS', 'TEML.NS', 'TCS.NS', 'RELI.NS', 'INFY.NS', 'LTIM.NS', 'IOC.NS', 'MAHM.NS']","[0.0211755392835939, -0.0609527381845462, -0.0035930933898312, -0.0294562948027119, 0.0182773559149871, -0.0284482520729579, -0.0387078552551248, -0.0121023121963546, 0.018679643871849, 0.0084042441432923]"
2018-09-24,"['HPCL.NS', 'TAMO.NS', 'HROM.NS', 'TEML.NS', 'TCS.NS', 'RELI.NS', 'INFY.NS', 'LTIM.NS', 'UPLL.NS', 'MAHM.NS']","[-0.0253875968992248, -0.1064509686438985, -0.0761999473298941, 0.010094114709813, 0.0382995903078207, 0.0332237534585244, 0.035091446696077, 0.0322823784228807, -0.0070253780155256, -0.1030836545473485]"
2018-10-01,"['HPCL.NS', 'TAMO.NS', 'HROM.NS', 'TEML.NS', 'TCS.NS', 'RELI.NS', 'INFY.NS', 'LTIM.NS', 'INBF.NS', 'MAHM.NS']","[-0.3434082322529329, -0.0333035315154224, -0.065626813569093, -0.0415827543994474, -0.0371158673113022, -0.1662228331127204, -0.0074652902786777, -0.0561554950263448, 0.0598698280136603, -0.106161798013822]"
2018-10-08,"['HPCL.NS', 'TAMO.NS', 'HROM.NS', 'TEML.NS', 'TCS.NS', 'RELI.NS', 'INFY.NS', 'LTIM.NS', 'JSTL.NS', 'EICH.NS']","[0.3228346456692914, -0.1502890173410405, 0.055897069704154, -0.0289713593547084, -0.0876750229689719, 0.0740811267905461, -0.0632072719945892, -0.0248984353381438, 0.037431693989071, 0.1169976635514018]"
2018-10-15,"['HPCL.NS', 'TAMO.NS', 'HROM.NS', 'TEML.NS', 'TCS.NS', 'RELI.NS', 'INFY.NS', 'LTIM.NS', 'JSTL.NS', 'UPLL.NS']","[-0.0114468864468864, -0.0492517006802721, -0.0626133686006552, -0.0043239876584085, -0.0026586417847369, -0.0224135645900068, 0.0069976699368525, -0.012186098035107, -0.042665262048986, 0.0261166842962463]"
2018-10-22,"['HPCL.NS', 'TAMO.NS', 'HROM.NS', 'INBF.NS', 'TCS.NS', 'RELI.NS', 'INFY.NS', 'BRTI.NS', 'JSTL.NS', 'BAJA.NS']","[0.0435386753126447, -0.0354894104178591, -0.0027278680474654, 0.0315234347041037, -0.0596382892341922, -0.0512121637002632, -0.073074428329965, 0.0293661479543686, -0.0716643741403026, -0.0064621951701513]"
2018-10-29,"['HPCL.NS', 'TAMO.NS', 'HROM.NS', 'INBF.NS', 'TCS.NS', 'GRAS.NS', 'INFY.NS', 'BRTI.NS', 'VDAN.NS', 'BAJA.NS']","[0.0661340434975588, 0.1293768545994065, 0.0706932581742623, 0.2734317128291132, 0.0635595783485762, 0.1098599151580816, 0.0452177870780612, 0.0137606701379138, 0.0910408113982129, 0.0572849328692193]"
2018-11-05,"['HPCL.NS', 'TAMO.NS', 'HROM.NS', 'INUS.NS', 'TCS.NS', 'GRAS.NS', 'INFY.NS', 'BRTI.NS', 'VDAN.NS', 'BAJA.NS']","[0.0045795170691091, 0.0260115606936415, 0.0207484068357033, 0.013534126088663, -0.002221141415584, 0.0240679646230919, -0.0041524562232608, -0.0076146951262181, -0.0745905267817618, 0.0132819113912143]"
2018-11-12,"['HPCL.NS', 'TAMO.NS', 'HROM.NS', 'INUS.NS', 'TCS.NS', 'GRAS.NS', 'INFY.NS', 'BRTI.NS', 'VDAN.NS', 'BAJA.NS']","[0.0097389142146704, -0.0786171574903968, 0.0017587935062013, -0.0235094976088806, -0.0118374500644706, -0.0415898466329325, -0.0131160264440687, 0.1100917468548452, -0.0107629753647452, 0.0008540502404335]"
2018-11-19,"['HPCL.NS', 'TAMO.NS', 'HROM.NS', 'RELI.NS', 'TCS.NS', 'GRAS.NS', 'INFY.NS', 'BRTI.NS', 'VDAN.NS', 'INBF.NS']","[-0.0032833983172584, 0.0147304057809893, -0.0149060318181555, -0.0265249017574421, -0.0392505061683887, 0.0137636453327778, -0.0462471485039668, -0.0147257251781507, -0.0348162475822051, -0.0709583917690941]"
2018-11-26,"['HPCL.NS', 'TAMO.NS', 'HROM.NS', 'BAJA.NS', 'INUS.NS', 'GRAS.NS', 'TEML.NS', 'BRTI.NS', 'VDAN.NS', 'INBF.NS']","[-0.0432365657813464, -0.0580662832100795, 0.0471082851901452, 0.0536070606293168, -0.0086872754405858, 0.0271536066081194, 0.0260900657686042, -0.0437700480645897, -0.0187875751503006, 0.0140285900461822]"
2018-12-03,"['HPCL.NS', 'TAMO.NS', 'NTPC.NS', 'TCS.NS', 'INUS.NS', 'GRAS.NS', 'RELI.NS', 'BRTI.NS', 'VDAN.NS', 'INBF.NS']","[-0.032494082203572, -0.0555394009886593, -0.0178126407285879, 0.0056452586013842, -0.0151898387420786, -0.0738238862367536, -0.0349817031124866, -0.0304625461617811, -0.0007658922644881, 0.0017468134078766]"
2018-12-10,"['HPCL.NS', 'TAMO.NS', 'NTPC.NS', 'TCS.NS', 'INUS.NS', 'HLL.NS', 'RELI.NS', 'BRTI.NS', 'VDAN.NS', 'INBF.NS']","[0.011120996441281, 0.0280172413793102, 0.0409866192416494, -0.002731595070648, -0.0031639107634936, 0.03547971094419, -0.0190509598268514, 0.0503372085263884, 0.030148185998978, 0.1060891636732059]"
2018-12-17,"['HPCL.NS', 'TAMO.NS', 'NTPC.NS', 'TCS.NS', 'INUS.NS', 'HLL.NS', 'INFY.NS', 'BRTI.NS', 'VDAN.NS', 'INBF.NS']","[0.1000879894412669, 0.0557053009883199, 0.0491288540397241, -0.0472169651395391, 0.0309462111246987, -0.0306629858409768, -0.0922244431628247, -0.0355520880658358, -0.0076884920634919, 0.0302055673705636]"
2018-12-24,"['HPCL.NS', 'TAMO.NS', 'NTPC.NS', 'TCS.NS', 'INUS.NS', 'HLL.NS', 'MRTI.NS', 'BRTI.NS', 'VDAN.NS', 'RELI.NS']","[0.0233953209358128, -0.0306382978723404, -0.0046495615913114, 0.0001318490799515, 0.0121223518879074, 0.0102855479948527, -0.0072023809523809, 0.0280936087013177, -0.0032491877030742, 0.022390751184933]"
2018-12-31,"['HPCL.NS', 'TAMO.NS', 'GRAS.NS', 'TCS.NS', 'INUS.NS', 'HLL.NS', 'MRTI.NS', 'BRTI.NS', 'VDAN.NS', 'EICH.NS']","[-0.0300898788589293, 0.0005853087503657, -0.028734969338887, -0.0101263395376935, 0.0838403281885269, -0.0221453915045745, -0.03611327617563, 0.0186384406385038, -0.0325977933801404, -0.1390321199143469]"
2019-01-07,"['HPCL.NS', 'TAMO.NS', 'GRAS.NS', 'TCS.NS', 'TISC.NS', 'HLL.NS', 'MRTI.NS', 'BRTI.NS', 'VDAN.NS', 'EICH.NS']","[-0.0592264302981465, 0.0546943550745833, 0.010047794508166, -0.0182752818983593, -0.0427936616875252, -0.0069034478346509, 0.0118874835855968, 0.0392308470510023, 0.0191809227579056, 0.0200959032213137]"
2019-01-14,"['HPCL.NS', 'TAMO.NS', 'GRAS.NS', 'COAL.NS', 'TISC.NS', 'ONGC.NS', 'MRTI.NS', 'BRTI.NS', 'VDAN.NS', 'EICH.NS']","[0.025695931477516, 0.016638935108153, 0.0131409096157166, -0.0103270223752151, -0.0074862923877564, 0.0120689655172413, 0.0051157707806843, -0.0714711194772385, 0.0106815869786367, -0.0187662135013361]"
2019-01-21,"['HPCL.NS', 'TAMO.NS', 'GRAS.NS', 'INBF.NS', 'TISC.NS', 'ONGC.NS', 'MRTI.NS', 'BRTI.NS', 'VDAN.NS', 'EICH.NS']","[0.0096033402922757, -0.0548281505728315, -0.0792169406739428, -0.0898533539736988, -0.0377138409555363, -0.0323679727427598, -0.1147806114474819, -0.0117307072372644, -0.0201308505284347, -0.0036177957784101]"
2019-01-28,"['HPCL.NS', 'TAMO.NS', 'GRAS.NS', 'INBF.NS', 'TISC.NS', 'ZEE.NS', 'MRTI.NS', 'BRTI.NS', 'VDAN.NS', 'COAL.NS']","[-0.0322580645161291, 0.0484848484848485, -0.0535149288979504, -0.0884485858259465, 0.0481342459704128, 0.0119931467732723, 0.0689194583474068, 0.0141463710340885, -0.1671802773497688, 0.0088135593220338]"
2019-02-04,"['HPCL.NS', 'TAMO.NS', 'GRAS.NS', 'INBF.NS', 'TISC.NS', 'ZEE.NS', 'RELI.NS', 'ONGC.NS', 'VDAN.NS', 'COAL.NS']","[-0.0155982905982906, -0.1703826039086156, -0.0013909944025664, -0.0954100007752847, -0.0125342321466188, 0.1252821670428894, 0.0246190312035152, 0.011578947368421, -0.0493370336108541, -0.0203853046594981]"
2019-02-11,"['HPCL.NS', 'TAMO.NS', 'GRAS.NS', 'INBF.NS', 'TISC.NS', 'WIPR.NS', 'RELI.NS', 'EICH.NS', 'VDAN.NS', 'COAL.NS']","[-0.0607770783590189, 0.0726609157266093, -0.0155999068903267, 0.041456202060349, -0.0026666666666667, 0.0140199514693986, -0.0260232692382501, -0.0097827150827052, -0.0444372364579954, 0.0059455751200547]"
2019-02-18,"['HPCL.NS', 'TAMO.NS', 'GRAS.NS', 'INBF.NS', 'TISC.NS', 'WIPR.NS', 'RELI.NS', 'EICH.NS', 'VDAN.NS', 'COAL.NS']","[0.0674832447423157, 0.0782554902567276, 0.073505511437786, 0.0635020484022321, 0.0744385026737968, 0.0070459984046795, -0.0097231312487352, 0.0178584666478864, 0.1517311608961302, -0.0227324391907252]"
2019-02-25,"['HPCL.NS', 'TAMO.NS', 'GRAS.NS', 'INBF.NS', 'TISC.NS', 'WIPR.NS', 'RELI.NS', 'EICH.NS', 'VDAN.NS', 'COAL.NS']","[0.0075773977051309, 0.0344234079173837, 0.0435612957837581, -0.0118391104803365, 0.0105515030858054, -0.008052805280528, -0.0051121786571909, -0.0314049947925391, 0.0223990568818153, 0.0823447313328682]"
2019-03-04,"['HPCL.NS', 'TAMO.NS', 'GRAS.NS', 'INBF.NS', 'TISC.NS', 'WIPR.NS', 'BJFN.NS', 'EICH.NS', 'VDAN.NS', 'COAL.NS']","[0.0737000429737859, 0.0049916805324456, 0.0193242719781923, 0.0447982362451593, 0.0004924743698788, -0.0854405110460473, 0.0426741996233522, 0.0963674233594755, -0.00634188526953, 0.0096711798839459]"
2019-03-11,"['HROM.NS', 'TAMO.NS', 'GRAS.NS', 'INBF.NS', 'MRTI.NS', 'WIPR.NS', 'BJFN.NS', 'EICH.NS', 'VDAN.NS', 'COAL.NS']","[-0.0033333710002061, -0.0066225165562913, 0.0282510935271476, -0.0027776139751009, 0.0148997134670487, 0.0223127667830811, 0.0333959469710651, 0.0338941203097244, 0.0194371917609514, 0.0402298850574711]"
2019-03-18,"['TCS.NS', 'TAMO.NS', 'GRAS.NS', 'INBF.NS', 'RELI.NS', 'ICBK.NS', 'BJFN.NS', 'EICH.NS', 'VDAN.NS', 'BJFS.NS']","[-0.0182819239666248, -0.0255555555555555, -0.0117491418581568, 0.0384971638493187, 0.0080766814821449, -0.0112302839116718, -0.0084243642401468, -0.0515426304652104, -0.0102447353443367, -0.0014275466284074]"
2019-03-25,"['TCS.NS', 'TAMO.NS', 'HROM.NS', 'INBF.NS', 'RELI.NS', 'ICBK.NS', 'BJFN.NS', 'EICH.NS', 'VDAN.NS', 'WIPR.NS']","[-0.0019943034050563, -0.0065564424173318, -0.0157479075900269, 0.1805364380091525, 0.0160236940674831, 0.0222052067381317, 0.0663987449985017, -0.0419245716736956, 0.060667050028752, -0.0274809160305343]"
2019-04-01,"['TCS.NS', 'TAMO.NS', 'HROM.NS', 'AXBK.NS', 'RELI.NS', 'ICBK.NS', 'BJFN.NS', 'EICH.NS', 'VDAN.NS', 'WIPR.NS']","[0.0233057243152463, 0.1773314203730271, 0.0255566440127392, -0.0240092195403034, -0.0068585492227556, -0.0248439450686641, 0.0294876033057851, 0.0210534512378515, 0.0393060449986446, 0.0286499215070643]"
2019-04-08,"['TCS.NS', 'TAMO.NS', 'HROM.NS', 'AXBK.NS', 'RELI.NS', 'ICBK.NS', 'BJFN.NS', 'EICH.NS', 'VDAN.NS', 'WIPR.NS']","[-0.0165015100201519, 0.0526444065318059, 0.0082111524762609, 0.0028207819469954, -0.007976947600403, 0.0103699910382792, -0.0338449682101341, 0.0181527432877506, -0.0406885758998434, 0.0812666921022509]"
2019-04-15,"['TCS.NS', 'TAMO.NS', 'HROM.NS', 'AXBK.NS', 'RELI.NS', 'ICBK.NS', 'BJFN.NS', 'EICH.NS', 'VDAN.NS', 'WIPR.NS']","[0.0672871539922572, 0.0940032414910858, 0.0385052849858329, 0.0089618630208674, 0.0319038281282209, 0.0248352762290926, 0.0018778250465301, -0.0157879608541673, -0.0288200108754758, 0.004940014114326]"
2019-04-22,"['BJFS.NS', 'TAMO.NS', 'HROM.NS', 'AXBK.NS', 'RELI.NS', 'ICBK.NS', 'BJFN.NS', 'EICH.NS', 'VDAN.NS', 'WIPR.NS']","[0.0186345646437994, -0.0874074074074073, -0.0501723898504922, -0.014652489626556, 0.0049425067049369, 0.0069238377843718, 0.027335003068553, -0.0329743752122881, -0.0498320268756998, 0.0351123595505618]"
2019-04-29,"['INBF.NS', 'TAMO.NS', 'HROM.NS', 'AXBK.NS', 'RELI.NS', 'ICBK.NS', 'BJFN.NS', 'EICH.NS', 'VDAN.NS', 'WIPR.NS']","[-0.0433780495208275, -0.0285250463821892, -0.0148233320831624, -0.0034215028293196, 0.0115234575833425, -0.0132612966601177, 0.0048436314319388, 0.0010673047311666, -0.0117855038302887, -0.0132293080054275]"
2019-05-06,"['INBF.NS', 'TAMO.NS', 'HROM.NS', 'AXBK.NS', 'RELI.NS', 'ICBK.NS', 'BJFN.NS', 'EICH.NS', 'VDAN.NS', 'WIPR.NS']","[-0.0108402958042678, -0.1124373358796848, -0.0226475362148059, -0.0293806945728245, -0.1119352626266054, -0.0415629666500746, -0.060735575300866, 8.107171899074395e-05, -0.0700655933214072, -0.0018906840838774]"
2019-05-13,"['INBF.NS', 'TAMO.NS', 'HROM.NS', 'ZEE.NS', 'RELI.NS', 'BJFS.NS', 'BJFN.NS', 'EICH.NS', 'VDAN.NS', 'WIPR.NS']","[0.0360288445467287, -0.0486820871436256, 0.0459657471749512, 0.0004032258064515, 0.0129880679202489, 0.0777689382702731, 0.1294113621978547, 0.028643018571288, 0.032061558191728, -0.0136042707077665]"
2019-05-20,"['INBK.NS', 'TAMO.NS', 'HROM.NS', 'ZEE.NS', 'RELI.NS', 'YESB.NS', 'BJFN.NS', 'EICH.NS', 'VDAN.NS', 'WIPR.NS']","[0.1777857142857143, 0.0308170766186033, 0.078511340236689, 0.0126293161359667, 0.0547972559084526, -0.0091228070175439, 0.0505286116748961, -0.0041242775946886, 0.0183286735010874, -0.0122206703910614]"
2019-05-27,"['ICBK.NS', 'TAMO.NS', 'AXBK.NS', 'UPLL.NS', 'RELI.NS', 'YESB.NS', 'BJFN.NS', 'EICH.NS', 'VDAN.NS', 'WIPR.NS']","[-0.0197802197802198, -0.0532089961601756, 0.0180100755667505, -0.0254146692896897, -0.0050118317356678, 0.0467422096317282, -0.000230687159376, -0.0433032063748611, -0.0204392922513727, 0.0123718628490632]"
2019-06-03,"['ICBK.NS', 'TAMO.NS', 'AXBK.NS', 'UPLL.NS', 'RELI.NS', 'TITN.NS', 'BJFN.NS', 'EICH.NS', 'VDAN.NS', 'WIPR.NS']","[-0.0167571394854849, -0.0179606025492468, -0.0053198070023505, 0.0205215423587055, -0.0114649169312017, 0.0241727199354318, 0.0122148193014335, 0.0025065483575841, 0.0227343506695731, 0.0302025139664805]"
2019-06-10,"['ICBK.NS', 'TAMO.NS', 'AXBK.NS', 'UPLL.NS', 'RELI.NS', 'TITN.NS', 'BJFN.NS', 'EICH.NS', 'VDAN.NS', 'WIPR.NS']","[0.0027604416706672, -0.0312684365781711, -0.0034825870646765, -0.0131933869609491, 0.002015416886357, 0.0102052878364002, 0.0025502571628033, -0.0115362478278807, 0.0325822168087699, 0.0127097102186071]"
2019-06-17,"['ICBK.NS', 'TAMO.NS', 'AXBK.NS', 'UPLL.NS', 'BJFS.NS', 'TITN.NS', 'BJFN.NS', 'EICH.NS', 'VDAN.NS', 'WIPR.NS']","[0.0312387791741473, -0.0322777101096223, -0.0376310534198702, -0.1152087846874828, 0.0180070354196992, 0.0081519619315078, 0.0134862437471576, -0.0024207455123173, 0.016809200825715, -0.0433400267737617]"
2019-06-24,"['ICBK.NS', 'TAMO.NS', 'AXBK.NS', 'UPLL.NS', 'INBK.NS', 'TITN.NS', 'BJFN.NS', 'EICH.NS', 'INBF.NS', 'WIPR.NS']","[0.0146239554317548, 0.0229704216488357, 0.0486349782763764, 0.0531963526069847, -0.0488873904248145, 0.0327697605137928, 0.0323204845969404, -0.0294332427278997, -0.0029532316728148, -0.0187161098478223]"
2019-07-01,"['ICBK.NS', 'TAMO.NS', 'AXBK.NS', 'UPLL.NS', 'YESB.NS', 'TITN.NS', 'BJFN.NS', 'EICH.NS', 'INBF.NS', 'WIPR.NS']","[-0.0017158544955387, -0.0144570901261151, -0.0030301156391069, 0.0653362497539868, -0.1949771689497716, -0.0424065333033641, 0.010336584173209, 0.0264541141555374, 0.1968899487303979, -0.030837789661319]"
2019-07-08,"['ICBK.NS', 'TAMO.NS', 'AXBK.NS', 'UPLL.NS', 'YESB.NS', 'TITN.NS', 'BJFN.NS', 'EICH.NS', 'BJFS.NS', 'WIPR.NS']","[-0.0213131660364386, -0.0056179775280897, -0.0623992060538395, -0.0536948032442174, 0.0686330119115143, -0.1384085752288552, -0.0918623879112162, -0.035113081633588, -0.0910834245108765, -0.0474526393231562]"
2019-07-15,"['ICBK.NS', 'TAMO.NS', 'AXBK.NS', 'UPLL.NS', 'YESB.NS', 'TITN.NS', 'BJFN.NS', 'EICH.NS', 'HROM.NS', 'SBI.NS']","[-0.0392225734691488, -0.0279347143753924, -0.0351283408309075, 0.0212681533211651, -0.1162420382165605, -0.009217217580821, -0.0161065877128053, -0.0681234272208827, -0.064498440482987, -0.0222466355396869]"
2019-07-22,"['ICBK.NS', 'TAMO.NS', 'MAHM.NS', 'UPLL.NS', 'YESB.NS', 'TITN.NS', 'INBF.NS', 'EICH.NS', 'HROM.NS', 'INBK.NS']","[0.0132829636851083, -0.0497255408459799, -0.0119901977945036, -0.0651177247649391, 0.1537537537537536, 0.0140690160854224, -0.0195509576054736, -0.0270295516304348, 0.0334673509748513, -0.0024313753127312]"
2019-07-29,"['ICBK.NS', 'TAMO.NS', 'MAHM.NS', 'UPLL.NS', 'YESB.NS', 'TITN.NS', 'INBF.NS', 'EICH.NS', 'GAIL.NS', 'INBK.NS']","[-0.0123872519542993, -0.1117906897723413, -0.0141730888475507, -0.0466295403540851, -0.0806871421134826, -0.0376898047722342, -0.2157443496997861, -0.0163819963867093, -0.0416666028528815, -0.023030731190392]"
2019-08-05,"['JSTL.NS', 'TAMO.NS', 'MAHM.NS', 'UPLL.NS', 'YESB.NS', 'COAL.NS', 'INBF.NS', 'EICH.NS', 'GAIL.NS', 'INBK.NS']","[-0.0009057971014493, -0.0661820964039785, -0.019588462575254, -0.0698343504795117, -0.0696489241223101, 0.0591836734693877, 0.0318595354477209, 0.0403578822833481, -0.0297690092851186, 0.0220551015980909]"
2019-08-12,"['JSTL.NS', 'TAMO.NS', 'MAHM.NS', 'VDAN.NS', 'YESB.NS', 'COAL.NS', 'INBF.NS', 'EICH.NS', 'GAIL.NS', 'INBK.NS']","[0.0296917497733455, -0.005735354362966, -0.0324443222436072, 0.0463768115942029, -0.0328667072428484, -0.0272157996146436, 0.090054400935474, -0.0561088288390736, 0.0468308652277491, 0.0181831045705389]"
2019-08-19,"['JSTL.NS', 'TAMO.NS', 'MAHM.NS', 'TISC.NS', 'YESB.NS', 'COAL.NS', 'INBF.NS', 'EICH.NS', 'GAIL.NS', 'INBK.NS']","[-0.0286154523442658, -0.0848784507622578, 0.0102301790281329, -0.0564361847499318, -0.2542479546884834, -0.0690765040851695, -0.1505220633734096, -0.0733112656584611, -0.0404936195360657, -0.0893614064345771]"
2019-08-26,"['JSTL.NS', 'TAMO.NS', 'MAHM.NS', 'ITC.NS', 'YESB.NS', 'COAL.NS', 'INBF.NS', 'EICH.NS', 'GAIL.NS', 'INBK.NS']","[-0.0145026059370043, 0.0508779828905898, -0.0083450539146742, 0.0205650133639208, 0.0118143459915611, -0.0172872340425531, -0.0267179077818187, 0.0568793086076271, 0.0434084615155514, 0.0650515070583745]"
